"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX10","HRZB00ICBE11","2016-05-24",990.63,995.93,989.65,995.93,0.54,293043.19
"XZAG","CBX10","HRZB00ICBE11","2016-05-23",989.77,992.03,988.25,990.54,0.06,214681.33
"XZAG","CBX10","HRZB00ICBE11","2016-05-20",986.14,990.63,984.54,989.90,0.38,362941.85
"XZAG","CBX10","HRZB00ICBE11","2016-05-19",986.52,989.48,984.33,986.17,-0.09,454376.63
"XZAG","CBX10","HRZB00ICBE11","2016-05-18",988.75,990.04,983.80,987.05,-0.17,419304.02
"XZAG","CBX10","HRZB00ICBE11","2016-05-17",990.74,990.80,984.79,988.77,-0.18,314859.71
"XZAG","CBX10","HRZB00ICBE11","2016-05-16",991.99,992.55,989.25,990.55,-0.14,342492.30
"XZAG","CBX10","HRZB00ICBE11","2016-05-13",993.10,997.69,990.75,991.94,-0.12,312496.13
"XZAG","CBX10","HRZB00ICBE11","2016-05-12",996.64,1001.92,993.15,993.15,-0.36,456236.18
"XZAG","CBX10","HRZB00ICBE11","2016-05-11",990.87,997.41,989.23,996.75,0.59,408485.98
"XZAG","CBX10","HRZB00ICBE11","2016-05-10",988.02,990.87,985.77,990.87,0.38,628684.70
"XZAG","CBX10","HRZB00ICBE11","2016-05-09",985.98,987.21,983.73,987.15,0.18,192702.39
"XZAG","CBX10","HRZB00ICBE11","2016-05-06",984.00,985.91,980.57,985.37,0.10,212610.42
"XZAG","CBX10","HRZB00ICBE11","2016-05-05",977.79,984.45,977.79,984.41,0.65,682977.79
"XZAG","CBX10","HRZB00ICBE11","2016-05-04",978.34,979.24,973.87,978.01,-0.03,529666.69
"XZAG","CBX10","HRZB00ICBE11","2016-05-03",983.89,984.36,975.64,978.34,-1.24,373849.07
"XZAG","CBX10","HRZB00ICBE11","2016-05-02",989.78,994.06,988.64,990.66,-0.01,504756.73
"XZAG","CBX10","HRZB00ICBE11","2016-04-29",986.53,990.92,986.46,990.73,0.47,1063881.54
"XZAG","CBX10","HRZB00ICBE11","2016-04-28",986.70,993.23,985.49,986.12,-0.05,307666.19
"XZAG","CBX10","HRZB00ICBE11","2016-04-27",994.69,995.68,986.58,986.58,-0.80,639626.44
"XZAG","CBX10","HRZB00ICBE11","2016-04-26",992.50,997.10,991.84,994.52,0.21,310535.03
"XZAG","CBX10","HRZB00ICBE11","2016-04-25",997.98,1000.57,990.88,992.48,-0.56,647976.33
"XZAG","CBX10","HRZB00ICBE11","2016-04-22",997.13,998.60,995.56,998.05,0.06,405786.60
"XZAG","CBX10","HRZB00ICBE11","2016-04-21",994.49,997.50,993.12,997.50,0.32,383203.25
"XZAG","CBX10","HRZB00ICBE11","2016-04-20",994.05,995.77,991.98,994.27,0.04,432333.01
"XZAG","CBX10","HRZB00ICBE11","2016-04-19",989.98,994.18,988.19,993.88,0.37,492585.21
"XZAG","CBX10","HRZB00ICBE11","2016-04-18",991.99,994.93,989.47,990.25,-0.59,181612.64
"XZAG","CBX10","HRZB00ICBE11","2016-04-15",980.72,996.42,980.64,996.17,1.63,538195.78
"XZAG","CBX10","HRZB00ICBE11","2016-04-14",978.45,982.13,978.45,980.22,0.18,511757.71
"XZAG","CBX10","HRZB00ICBE11","2016-04-13",979.90,980.17,977.09,978.46,-0.23,143244.40
"XZAG","CBX10","HRZB00ICBE11","2016-04-12",981.97,983.08,979.74,980.75,-0.12,606675.52
"XZAG","CBX10","HRZB00ICBE11","2016-04-11",982.03,982.84,980.12,981.88,0.12,476063.53
"XZAG","CBX10","HRZB00ICBE11","2016-04-08",984.61,985.48,980.34,980.66,-0.46,131666.43
"XZAG","CBX10","HRZB00ICBE11","2016-04-07",979.04,985.28,978.82,985.20,0.49,412901.08
"XZAG","CBX10","HRZB00ICBE11","2016-04-06",978.66,980.39,977.57,980.39,0.16,208464.71
"XZAG","CBX10","HRZB00ICBE11","2016-04-05",981.27,982.73,978.84,978.84,-0.25,473284.84
"XZAG","CBX10","HRZB00ICBE11","2016-04-04",981.21,982.68,977.48,981.27,0.01,665869.11
"XZAG","CBX10","HRZB00ICBE11","2016-04-01",982.81,983.64,977.82,981.22,-0.08,1060702.92
"XZAG","CBX10","HRZB00ICBE11","2016-03-31",977.41,983.43,977.02,982.04,0.59,543492.81
"XZAG","CBX10","HRZB00ICBE11","2016-03-30",973.50,978.97,972.14,976.29,0.31,797839.94
"XZAG","CBX10","HRZB00ICBE11","2016-03-29",975.78,979.71,972.87,973.28,-0.22,764002.03
"XZAG","CBX10","HRZB00ICBE11","2016-03-24",974.41,976.38,971.67,975.39,0.13,746070.15
"XZAG","CBX10","HRZB00ICBE11","2016-03-23",958.42,975.74,958.42,974.17,1.79,1360797.87
"XZAG","CBX10","HRZB00ICBE11","2016-03-22",958.39,958.74,954.59,957.06,-0.48,641493.43
"XZAG","CBX10","HRZB00ICBE11","2016-03-21",956.88,961.69,952.26,961.67,0.54,448300.42
"XZAG","CBX10","HRZB00ICBE11","2016-03-18",943.75,956.46,943.75,956.46,1.09,515492.08
"XZAG","CBX10","HRZB00ICBE11","2016-03-17",946.07,951.62,945.98,946.18,-0.49,333518.85
"XZAG","CBX10","HRZB00ICBE11","2016-03-16",942.63,950.80,941.32,950.80,0.91,492901.81
"XZAG","CBX10","HRZB00ICBE11","2016-03-15",942.25,943.76,940.71,942.19,-0.01,420371.64
"XZAG","CBX10","HRZB00ICBE11","2016-03-14",939.95,942.24,937.09,942.24,0.22,269582.86
"XZAG","CBX10","HRZB00ICBE11","2016-03-11",945.60,945.60,937.96,940.13,-0.55,154900.09
"XZAG","CBX10","HRZB00ICBE11","2016-03-10",941.38,946.83,941.16,945.35,0.34,354156.12
"XZAG","CBX10","HRZB00ICBE11","2016-03-09",942.34,944.12,940.37,942.19,-0.14,341427.44
"XZAG","CBX10","HRZB00ICBE11","2016-03-08",938.20,944.17,938.00,943.54,0.58,755950.42
"XZAG","CBX10","HRZB00ICBE11","2016-03-07",933.94,939.85,933.94,938.10,0.46,377310.22
"XZAG","CBX10","HRZB00ICBE11","2016-03-04",934.90,936.90,933.39,933.85,-0.20,201114.08
"XZAG","CBX10","HRZB00ICBE11","2016-03-03",937.34,939.28,933.69,935.71,0.06,240923.16
"XZAG","CBX10","HRZB00ICBE11","2016-03-02",931.14,935.38,930.28,935.19,0.43,984956.05
"XZAG","CBX10","HRZB00ICBE11","2016-03-01",946.20,946.20,929.95,931.19,-1.61,234562.41
"XZAG","CBX10","HRZB00ICBE11","2016-02-29",947.98,948.25,939.36,946.39,-0.14,774395.85
"XZAG","CBX10","HRZB00ICBE11","2016-02-26",941.32,948.56,939.34,947.71,0.64,220933.43
"XZAG","CBX10","HRZB00ICBE11","2016-02-25",949.00,949.00,939.78,941.73,-0.77,659577.05
"XZAG","CBX10","HRZB00ICBE11","2016-02-24",953.38,953.38,946.28,949.02,-0.45,396389.78
"XZAG","CBX10","HRZB00ICBE11","2016-02-23",958.78,959.53,952.74,953.34,-0.53,267411.30
"XZAG","CBX10","HRZB00ICBE11","2016-02-22",954.30,960.88,953.90,958.39,0.54,825605.75
"XZAG","CBX10","HRZB00ICBE11","2016-02-19",955.62,957.91,950.32,953.23,-0.27,401273.78
"XZAG","CBX10","HRZB00ICBE11","2016-02-18",949.90,957.14,949.49,955.84,0.67,376084.55
"XZAG","CBX10","HRZB00ICBE11","2016-02-17",945.56,950.90,944.56,949.52,0.45,329645.96
"XZAG","CBX10","HRZB00ICBE11","2016-02-16",936.99,945.48,936.99,945.24,0.93,1096978.15
"XZAG","CBX10","HRZB00ICBE11","2016-02-15",933.80,937.13,930.76,936.53,0.31,356051.62
"XZAG","CBX10","HRZB00ICBE11","2016-02-12",933.18,933.59,930.06,933.59,-0.11,411300.61
"XZAG","CBX10","HRZB00ICBE11","2016-02-11",934.47,937.50,933.03,934.59,-0.12,552339.34
"XZAG","CBX10","HRZB00ICBE11","2016-02-10",934.42,935.71,933.03,935.68,-0.02,239293.76
"XZAG","CBX10","HRZB00ICBE11","2016-02-09",939.01,939.90,934.43,935.86,-0.39,469256.06
"XZAG","CBX10","HRZB00ICBE11","2016-02-08",937.23,940.47,936.85,939.53,0.17,234174.98
"XZAG","CBX10","HRZB00ICBE11","2016-02-05",938.12,938.62,935.92,937.92,-0.09,124159.51
"XZAG","CBX10","HRZB00ICBE11","2016-02-04",941.64,942.82,937.08,938.76,-0.15,214507.71
"XZAG","CBX10","HRZB00ICBE11","2016-02-03",938.84,941.66,936.24,940.14,0.19,399838.82
"XZAG","CBX10","HRZB00ICBE11","2016-02-02",944.26,945.76,938.35,938.35,-0.65,782966.74
"XZAG","CBX10","HRZB00ICBE11","2016-02-01",939.42,944.51,939.08,944.51,0.40,689021.99
"XZAG","CBX10","HRZB00ICBE11","2016-01-29",938.04,940.71,937.06,940.71,0.29,186911.31
"XZAG","CBX10","HRZB00ICBE11","2016-01-28",938.24,944.61,936.25,938.03,-0.02,398451.39
"XZAG","CBX10","HRZB00ICBE11","2016-01-27",940.92,946.07,938.16,938.23,-0.29,156229.81
"XZAG","CBX10","HRZB00ICBE11","2016-01-26",935.08,941.87,933.88,940.97,0.63,336314.27
"XZAG","CBX10","HRZB00ICBE11","2016-01-25",937.06,940.68,934.64,935.06,-0.26,901785.60
"XZAG","CBX10","HRZB00ICBE11","2016-01-22",932.43,939.78,932.43,937.53,0.55,645641.63
"XZAG","CBX10","HRZB00ICBE11","2016-01-21",929.87,935.70,926.51,932.41,0.44,504371.18
"XZAG","CBX10","HRZB00ICBE11","2016-01-20",930.80,932.56,925.31,928.34,-0.26,733442.33
"XZAG","CBX10","HRZB00ICBE11","2016-01-19",923.43,934.28,921.85,930.80,0.87,662059.36
"XZAG","CBX10","HRZB00ICBE11","2016-01-18",926.96,928.15,920.82,922.79,-0.45,824011.67
"XZAG","CBX10","HRZB00ICBE11","2016-01-15",938.06,938.90,924.36,926.97,-1.18,1292307.17
"XZAG","CBX10","HRZB00ICBE11","2016-01-14",951.80,951.80,937.55,938.07,-1.44,1714732.12
"XZAG","CBX10","HRZB00ICBE11","2016-01-13",956.87,962.24,949.83,951.80,-0.15,349041.58
"XZAG","CBX10","HRZB00ICBE11","2016-01-12",955.43,959.55,953.20,953.20,-0.14,553875.74
"XZAG","CBX10","HRZB00ICBE11","2016-01-11",954.65,957.83,951.83,954.55,-0.05,193267.22
"XZAG","CBX10","HRZB00ICBE11","2016-01-08",966.36,966.80,953.48,955.04,-1.18,520315.18
"XZAG","CBX10","HRZB00ICBE11","2016-01-07",975.57,975.85,965.73,966.41,-0.91,297484.20
"XZAG","CBX10","HRZB00ICBE11","2016-01-05",979.43,979.43,969.97,975.32,-0.28,606364.93
"XZAG","CBX10","HRZB00ICBE11","2016-01-04",989.27,989.27,968.70,978.06,-1.13,292774.64
"XZAG","CBX10","HRZB00ICBE11","2015-12-30",995.96,996.00,983.73,989.28,-0.74,1706028.62
"XZAG","CBX10","HRZB00ICBE11","2015-12-29",990.73,997.34,987.98,996.68,0.64,780006.08
"XZAG","CBX10","HRZB00ICBE11","2015-12-28",979.97,990.62,977.76,990.31,1.06,861007.22
"XZAG","CBX10","HRZB00ICBE11","2015-12-23",975.43,980.06,972.19,979.89,0.43,519171.53
"XZAG","CBX10","HRZB00ICBE11","2015-12-22",980.29,980.29,973.44,975.69,-0.48,2570605.70
"XZAG","CBX10","HRZB00ICBE11","2015-12-21",982.84,983.09,977.21,980.41,-0.17,487474.85
"XZAG","CBX10","HRZB00ICBE11","2015-12-18",983.20,983.38,979.73,982.07,-0.07,616635.50
"XZAG","CBX10","HRZB00ICBE11","2015-12-17",982.64,983.68,980.86,982.79,0.00,1223663.82
"XZAG","CBX10","HRZB00ICBE11","2015-12-16",983.23,983.66,980.33,982.77,-0.04,614818.90
"XZAG","CBX10","HRZB00ICBE11","2015-12-15",982.59,983.30,977.06,983.13,0.12,1811020.68
"XZAG","CBX10","HRZB00ICBE11","2015-12-14",985.45,985.96,981.86,981.95,-0.31,1344035.71
"XZAG","CBX10","HRZB00ICBE11","2015-12-11",995.01,995.60,984.42,984.97,-1.04,788035.03
"XZAG","CBX10","HRZB00ICBE11","2015-12-10",999.16,999.16,995.37,995.37,-0.38,171532.09
"XZAG","CBX10","HRZB00ICBE11","2015-12-09",997.41,999.42,995.33,999.16,0.17,353290.97
"XZAG","CBX10","HRZB00ICBE11","2015-12-08",1000.92,1000.97,996.16,997.51,-0.21,541448.50
"XZAG","CBX10","HRZB00ICBE11","2015-12-07",994.60,1001.02,993.29,999.64,0.51,724217.27
"XZAG","CBX10","HRZB00ICBE11","2015-12-04",995.06,995.06,989.88,994.60,-0.05,492307.55
"XZAG","CBX10","HRZB00ICBE11","2015-12-03",992.61,995.16,992.61,995.06,0.11,416323.95
"XZAG","CBX10","HRZB00ICBE11","2015-12-02",995.51,996.75,992.06,993.97,-0.21,902652.39
"XZAG","CBX10","HRZB00ICBE11","2015-12-01",995.34,996.11,994.46,996.11,0.08,332143.05
"XZAG","CBX10","HRZB00ICBE11","2015-11-30",997.60,999.53,995.09,995.30,-0.28,1643160.01
"XZAG","CBX10","HRZB00ICBE11","2015-11-27",1001.39,1002.60,997.41,998.09,-0.22,1650542.34
"XZAG","CBX10","HRZB00ICBE11","2015-11-26",998.23,1000.65,995.87,1000.32,0.23,545180.79
"XZAG","CBX10","HRZB00ICBE11","2015-11-25",990.86,998.59,990.86,998.07,0.85,473013.85
"XZAG","CBX10","HRZB00ICBE11","2015-11-24",995.29,995.41,989.70,989.70,-0.56,288510.01
"XZAG","CBX10","HRZB00ICBE11","2015-11-23",999.11,999.11,995.19,995.30,-0.39,539354.60
"XZAG","CBX10","HRZB00ICBE11","2015-11-20",999.30,999.99,994.87,999.17,0.09,253006.81
"XZAG","CBX10","HRZB00ICBE11","2015-11-19",997.27,1000.71,996.91,998.24,0.10,347145.33
"XZAG","CBX10","HRZB00ICBE11","2015-11-18",998.38,999.26,997.06,997.27,-0.04,1085945.23
"XZAG","CBX10","HRZB00ICBE11","2015-11-17",995.61,998.38,993.85,997.69,0.14,626985.24
"XZAG","CBX10","HRZB00ICBE11","2015-11-16",999.57,999.58,990.84,996.29,-0.29,903361.04
"XZAG","CBX10","HRZB00ICBE11","2015-11-13",1000.73,1000.73,995.68,999.17,-0.10,219124.50
"XZAG","CBX10","HRZB00ICBE11","2015-11-12",1000.97,1001.66,996.81,1000.19,-0.18,896361.38
"XZAG","CBX10","HRZB00ICBE11","2015-11-11",1003.65,1004.76,1000.39,1002.04,-0.19,346071.11
"XZAG","CBX10","HRZB00ICBE11","2015-11-10",1010.27,1010.27,1003.32,1003.92,-0.77,376002.30
"XZAG","CBX10","HRZB00ICBE11","2015-11-09",1005.78,1011.67,1005.25,1011.67,0.44,654197.32
"XZAG","CBX10","HRZB00ICBE11","2015-11-06",1003.33,1007.71,1001.36,1007.28,0.26,450143.12
"XZAG","CBX10","HRZB00ICBE11","2015-11-05",1011.47,1011.47,1003.73,1004.69,-0.59,420456.43
"XZAG","CBX10","HRZB00ICBE11","2015-11-04",1012.78,1012.90,1007.62,1010.64,-0.28,546901.13
"XZAG","CBX10","HRZB00ICBE11","2015-11-03",1014.48,1018.00,1011.77,1013.52,-0.09,496813.94
"XZAG","CBX10","HRZB00ICBE11","2015-11-02",1014.92,1017.94,1008.29,1014.43,-0.05,459764.28
"XZAG","CBX10","HRZB00ICBE11","2015-10-30",1010.56,1017.54,1009.03,1014.92,0.44,1437294.19
"XZAG","CBX10","HRZB00ICBE11","2015-10-29",1007.09,1015.05,1006.62,1010.51,0.20,946957.66
"XZAG","CBX10","HRZB00ICBE11","2015-10-28",1010.18,1010.18,1000.32,1008.45,-0.18,692686.01
"XZAG","CBX10","HRZB00ICBE11","2015-10-27",1012.39,1020.04,1007.59,1010.22,-0.45,1490129.53
"XZAG","CBX10","HRZB00ICBE11","2015-10-26",1010.61,1018.90,1009.78,1014.83,0.50,779400.76
"XZAG","CBX10","HRZB00ICBE11","2015-10-23",1009.17,1012.13,1007.61,1009.82,0.08,625740.44
"XZAG","CBX10","HRZB00ICBE11","2015-10-22",1006.12,1009.17,1004.95,1009.05,0.42,664432.89
"XZAG","CBX10","HRZB00ICBE11","2015-10-21",994.08,1004.83,992.89,1004.83,1.05,1060040.46
"XZAG","CBX10","HRZB00ICBE11","2015-10-20",989.07,999.69,989.07,994.41,0.51,1097984.56
"XZAG","CBX10","HRZB00ICBE11","2015-10-19",986.89,995.50,983.62,989.41,0.32,252028.71
"XZAG","CBX10","HRZB00ICBE11","2015-10-16",982.40,989.83,982.40,986.28,0.57,362218.44
"XZAG","CBX10","HRZB00ICBE11","2015-10-15",986.01,986.01,979.39,980.69,-0.54,880015.69
"XZAG","CBX10","HRZB00ICBE11","2015-10-14",985.76,987.93,982.65,986.00,0.00,699105.20
"XZAG","CBX10","HRZB00ICBE11","2015-10-13",993.79,995.67,983.68,985.96,-1.17,1959431.81
"XZAG","CBX10","HRZB00ICBE11","2015-10-12",991.59,998.01,988.38,997.64,0.76,877876.92
"XZAG","CBX10","HRZB00ICBE11","2015-10-09",991.00,991.00,981.74,990.15,-0.07,1688412.21
"XZAG","CBX10","HRZB00ICBE11","2015-10-07",988.40,997.09,988.35,990.82,0.22,926628.13
"XZAG","CBX10","HRZB00ICBE11","2015-10-06",997.83,997.83,985.20,988.68,-1.04,1190767.82
"XZAG","CBX10","HRZB00ICBE11","2015-10-05",991.49,999.17,990.27,999.12,0.83,348967.08
"XZAG","CBX10","HRZB00ICBE11","2015-10-02",980.48,995.14,980.48,990.86,1.07,698049.19
"XZAG","CBX10","HRZB00ICBE11","2015-10-01",980.21,984.09,975.77,980.37,0.19,408867.56
"XZAG","CBX10","HRZB00ICBE11","2015-09-30",967.27,978.52,967.18,978.52,1.15,894931.06
"XZAG","CBX10","HRZB00ICBE11","2015-09-29",977.09,977.09,965.39,967.38,-1.06,680971.78
"XZAG","CBX10","HRZB00ICBE11","2015-09-28",978.35,979.78,973.19,977.73,-0.06,405410.10
"XZAG","CBX10","HRZB00ICBE11","2015-09-25",981.84,981.86,977.67,978.31,-0.36,361230.99
"XZAG","CBX10","HRZB00ICBE11","2015-09-24",981.32,983.48,974.37,981.84,0.03,312274.93
"XZAG","CBX10","HRZB00ICBE11","2015-09-23",982.77,984.34,976.17,981.52,-0.05,1107660.03
"XZAG","CBX10","HRZB00ICBE11","2015-09-22",983.15,984.50,981.88,981.97,-0.27,137837.09
"XZAG","CBX10","HRZB00ICBE11","2015-09-21",987.58,987.58,981.63,984.58,-1.73,361908.13
"XZAG","CBX10","HRZB00ICBE11","2015-09-18",999.82,1002.56,996.08,1001.91,0.28,1523861.20
"XZAG","CBX10","HRZB00ICBE11","2015-09-17",1002.34,1002.34,997.04,999.15,-0.24,1267787.04
"XZAG","CBX10","HRZB00ICBE11","2015-09-16",1007.72,1007.72,1000.86,1001.55,-0.64,1734646.86
"XZAG","CBX10","HRZB00ICBE11","2015-09-15",1015.37,1015.56,1006.53,1008.05,-0.73,1497669.77
"XZAG","CBX10","HRZB00ICBE11","2015-09-14",1020.43,1021.49,1015.51,1015.51,-0.49,265035.05
"XZAG","CBX10","HRZB00ICBE11","2015-09-11",1017.86,1022.21,1017.22,1020.52,0.19,235995.06
"XZAG","CBX10","HRZB00ICBE11","2015-09-10",1014.22,1021.13,1013.29,1018.54,0.37,1691291.67
"XZAG","CBX10","HRZB00ICBE11","2015-09-09",1015.98,1019.18,1014.02,1014.81,-0.06,657473.38
"XZAG","CBX10","HRZB00ICBE11","2015-09-08",1013.42,1016.20,1012.36,1015.40,0.18,608671.23
"XZAG","CBX10","HRZB00ICBE11","2015-09-07",1019.21,1019.21,1010.97,1013.55,-0.41,427110.97
"XZAG","CBX10","HRZB00ICBE11","2015-09-04",1017.62,1020.11,1014.65,1017.72,0.00,210745.24
"XZAG","CBX10","HRZB00ICBE11","2015-09-03",1016.44,1022.46,1015.77,1017.69,0.12,1008818.07
"XZAG","CBX10","HRZB00ICBE11","2015-09-02",1016.80,1019.28,1014.56,1016.49,-0.02,653003.09
"XZAG","CBX10","HRZB00ICBE11","2015-09-01",1018.80,1018.80,1012.21,1016.66,-0.15,1763240.22
"XZAG","CBX10","HRZB00ICBE11","2015-08-31",1021.52,1022.83,1016.76,1018.14,-0.31,545099.98
"XZAG","CBX10","HRZB00ICBE11","2015-08-28",1024.05,1025.32,1017.25,1021.28,-0.18,2283867.65
"XZAG","CBX10","HRZB00ICBE11","2015-08-27",1018.86,1023.86,1018.86,1023.08,0.51,2123085.74
"XZAG","CBX10","HRZB00ICBE11","2015-08-26",1016.20,1018.04,1012.09,1017.90,0.15,840763.77
"XZAG","CBX10","HRZB00ICBE11","2015-08-25",1013.60,1016.39,1008.07,1016.39,0.32,1396345.75
"XZAG","CBX10","HRZB00ICBE11","2015-08-24",1037.12,1037.12,1005.99,1013.11,-2.35,2188009.52
"XZAG","CBX10","HRZB00ICBE11","2015-08-21",1040.18,1040.33,1036.93,1037.48,-0.25,658664.14
"XZAG","CBX10","HRZB00ICBE11","2015-08-20",1041.06,1041.71,1038.79,1040.09,-0.09,504334.23
"XZAG","CBX10","HRZB00ICBE11","2015-08-19",1043.22,1046.31,1040.48,1041.03,-0.22,855146.91
"XZAG","CBX10","HRZB00ICBE11","2015-08-18",1047.61,1047.61,1028.46,1043.36,-0.41,1312484.20
"XZAG","CBX10","HRZB00ICBE11","2015-08-17",1050.45,1051.58,1046.25,1047.65,-0.27,475079.07
"XZAG","CBX10","HRZB00ICBE11","2015-08-14",1052.53,1053.13,1049.36,1050.46,-0.23,1261761.60
"XZAG","CBX10","HRZB00ICBE11","2015-08-13",1056.21,1056.21,1050.79,1052.83,-0.32,435494.43
"XZAG","CBX10","HRZB00ICBE11","2015-08-12",1057.09,1058.05,1054.69,1056.21,-0.07,495988.89
"XZAG","CBX10","HRZB00ICBE11","2015-08-11",1056.33,1058.29,1054.92,1056.91,0.05,290861.60
"XZAG","CBX10","HRZB00ICBE11","2015-08-10",1062.09,1062.09,1056.28,1056.41,-0.55,1506776.11
"XZAG","CBX10","HRZB00ICBE11","2015-08-07",1060.35,1064.19,1060.35,1062.21,0.25,608823.63
"XZAG","CBX10","HRZB00ICBE11","2015-08-06",1054.40,1060.59,1053.08,1059.59,0.50,2349033.93
"XZAG","CBX10","HRZB00ICBE11","2015-08-04",1046.15,1054.76,1044.46,1054.35,0.78,827410.48
"XZAG","CBX10","HRZB00ICBE11","2015-08-03",1049.80,1049.80,1043.39,1046.15,-0.23,729930.10
"XZAG","CBX10","HRZB00ICBE11","2015-07-31",1048.53,1049.60,1044.94,1048.55,0.03,887926.20
"XZAG","CBX10","HRZB00ICBE11","2015-07-30",1045.52,1052.58,1042.39,1048.26,0.35,743352.01
"XZAG","CBX10","HRZB00ICBE11","2015-07-29",1036.26,1045.66,1035.93,1044.60,0.87,468068.19
"XZAG","CBX10","HRZB00ICBE11","2015-07-28",1037.12,1041.79,1035.20,1035.58,-0.17,300171.08
"XZAG","CBX10","HRZB00ICBE11","2015-07-27",1040.37,1040.37,1034.57,1037.30,-0.29,407942.30
"XZAG","CBX10","HRZB00ICBE11","2015-07-24",1041.61,1043.43,1036.32,1040.30,-0.11,447422.06
"XZAG","CBX10","HRZB00ICBE11","2015-07-23",1036.64,1045.70,1035.19,1041.42,0.41,458643.67
"XZAG","CBX10","HRZB00ICBE11","2015-07-22",1037.67,1037.92,1032.46,1037.13,-0.06,394625.56
"XZAG","CBX10","HRZB00ICBE11","2015-07-21",1036.79,1039.68,1034.87,1037.73,0.08,150679.92
"XZAG","CBX10","HRZB00ICBE11","2015-07-20",1038.96,1038.96,1034.40,1036.94,-0.25,501864.35
"XZAG","CBX10","HRZB00ICBE11","2015-07-17",1028.72,1042.73,1027.93,1039.58,1.00,952226.36
"XZAG","CBX10","HRZB00ICBE11","2015-07-16",1034.69,1035.79,1027.75,1029.32,-0.56,684793.07
"XZAG","CBX10","HRZB00ICBE11","2015-07-15",1040.43,1042.52,1033.93,1035.15,-0.50,745888.70
"XZAG","CBX10","HRZB00ICBE11","2015-07-14",1028.57,1041.80,1028.57,1040.32,1.36,721652.53
"XZAG","CBX10","HRZB00ICBE11","2015-07-13",1017.87,1026.40,1017.07,1026.40,0.92,692389.78
"XZAG","CBX10","HRZB00ICBE11","2015-07-10",1016.32,1020.79,1015.10,1017.03,0.02,570105.15
"XZAG","CBX10","HRZB00ICBE11","2015-07-09",1008.35,1017.81,1005.87,1016.85,0.76,887755.62
"XZAG","CBX10","HRZB00ICBE11","2015-07-08",1006.64,1011.16,1006.01,1009.22,0.24,672366.13
"XZAG","CBX10","HRZB00ICBE11","2015-07-07",1010.44,1014.38,1006.37,1006.79,-0.54,578563.57
"XZAG","CBX10","HRZB00ICBE11","2015-07-06",1012.37,1014.17,1009.40,1012.28,-0.01,612516.46
"XZAG","CBX10","HRZB00ICBE11","2015-07-03",1014.62,1016.01,1009.88,1012.41,-0.21,594687.76
"XZAG","CBX10","HRZB00ICBE11","2015-07-02",1017.08,1017.08,1010.17,1014.59,-0.24,109442.80
"XZAG","CBX10","HRZB00ICBE11","2015-07-01",1009.71,1017.19,1007.49,1016.99,0.71,294840.04
"XZAG","CBX10","HRZB00ICBE11","2015-06-30",1005.63,1010.26,1002.95,1009.79,0.48,714249.94
"XZAG","CBX10","HRZB00ICBE11","2015-06-29",1010.99,1012.48,1003.23,1005.01,-0.80,408645.38
"XZAG","CBX10","HRZB00ICBE11","2015-06-26",1021.52,1022.13,1013.14,1013.14,-0.88,866074.10
"XZAG","CBX10","HRZB00ICBE11","2015-06-24",1023.64,1027.30,1018.71,1022.13,-0.09,820163.63
"XZAG","CBX10","HRZB00ICBE11","2015-06-23",1024.65,1027.18,1017.34,1023.03,-0.16,479292.97
"XZAG","CBX10","HRZB00ICBE11","2015-06-19",1026.85,1027.17,1022.46,1024.64,-0.22,428360.00
"XZAG","CBX10","HRZB00ICBE11","2015-06-18",1031.74,1031.74,1025.89,1026.85,-0.37,456272.02
"XZAG","CBX10","HRZB00ICBE11","2015-06-17",1024.63,1030.66,1023.80,1030.66,0.59,931535.89
"XZAG","CBX10","HRZB00ICBE11","2015-06-16",1025.59,1025.61,1022.93,1024.59,0.13,304049.48
"XZAG","CBX10","HRZB00ICBE11","2015-06-15",1023.93,1025.76,1022.85,1023.23,-0.15,690298.05
"XZAG","CBX10","HRZB00ICBE11","2015-06-12",1024.90,1027.01,1022.81,1024.79,-0.08,712153.82
"XZAG","CBX10","HRZB00ICBE11","2015-06-11",1027.44,1027.44,1024.01,1025.58,-0.15,406966.94
"XZAG","CBX10","HRZB00ICBE11","2015-06-10",1026.39,1028.23,1023.75,1027.13,0.05,1403841.25
"XZAG","CBX10","HRZB00ICBE11","2015-06-09",1020.45,1029.05,1020.45,1026.61,0.58,590551.24
"XZAG","CBX10","HRZB00ICBE11","2015-06-08",1020.22,1023.48,1018.42,1020.66,-0.34,884764.64
"XZAG","CBX10","HRZB00ICBE11","2015-06-05",1018.42,1026.14,1018.21,1024.12,0.54,533531.66
"XZAG","CBX10","HRZB00ICBE11","2015-06-03",1026.16,1027.57,1018.45,1018.60,-0.91,760111.30
"XZAG","CBX10","HRZB00ICBE11","2015-06-02",1026.69,1030.93,1024.46,1028.00,-0.17,549286.75
"XZAG","CBX10","HRZB00ICBE11","2015-06-01",1021.89,1034.26,1020.19,1029.78,1.42,2268853.13
"XZAG","CBX10","HRZB00ICBE11","2015-05-29",1014.73,1018.04,1011.71,1015.37,0.06,1735905.59
"XZAG","CBX10","HRZB00ICBE11","2015-05-28",1011.90,1016.56,1011.04,1014.75,0.25,526307.98
"XZAG","CBX10","HRZB00ICBE11","2015-05-27",1010.71,1015.06,1008.35,1012.22,0.14,287555.43
